"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"2353" 75600091 1 1 2 6 0 0.8207 0.833 0.7703 0.537 0.872 -0.6853 0.8907 0.6652 0.385 0.2127 100 250 100 557.281 561.963 453.658 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2356" 75600091 0 1 2 6 0 0.8207 -0.9298 1.7316 -0.5434 -0.1052 -0.4903 -0.1194 0.372 0.7628 -0.6576 120 360 120 381.926 426.773 417.302 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2359" 75600091 0 1 2 4 0 -0.687 -0.3184 -0.7823 0.1633 -1.8598 -0.4903 2.1072 -0.1533 -0.6262 -0.6576 100 250 100 529.042 446.692 320.559 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2360" 75600091 0 1 2 6 0 0.4637 -0.4415 -0.7823 -0.3503 0.4081 -1.6618 0.0667 0.2916 0.7628 1.0346 180 225 90 577.798 571.563 527.651 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2361" 75600091 0 1 2 6 0 -1.1858 0.0348 -0.7823 -0.5108 0.1528 -1.0118 0.0525 0.7053 -0.7857 1.0346 90 270 90 426.01 455.401 410.84 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2363" 75600091 1 3 2 6 0 -1.8939 0.3241 -0.7823 0.1326 0.4081 -0.6853 0.4803 -0.2686 0.6259 1.0346 135 270 90 594.116 485.003 567.613 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2365" 75600091 1 1 2 6 0 -0.6133 -0.5959 -0.7823 0.1794 0.4438 -1.3835 0.5317 0.8846 0.039 -0.6576 135 225 90 568.458 477.643 495.6 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2368" 75600091 0 1 2 6 0 -0.3799 0.6738 -0.7823 0.2002 1.1953 -0.4903 -0.546 0.7793 0.481 1.0346 110 275 110 456.155 479.829 450.581 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2369" 75600091 0 2 2 6 0 -0.687 0.6818 -0.7823 0.4981 0.1738 -0.4884 1.3545 0.9023 1.314 1.0346 200 250 200 457.865 387.945 462.097 18 6.0541 -1.4212 -1.4551 -1.2494 -2.0409 0.9042
"2372" 75600092 0 1 0 6 0 -0.687 1.4903 -0.7823 0.55 0.4765 1.1793 0.2618 1.0234 -0.2023 1.0346 225 225 180 641.858 638.039 671.449 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2373" 75600092 1 2 2 4 0 -0.3799 0.3018 -0.7823 -0.662 0.1528 -0.6853 -0.4122 -1.2557 0.7628 1.0346 225 225 225 462.123 452.929 468.077 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2374" 75600092 0 1 0 6 0 0.4637 0.6818 0.2907 0.2126 -0.3819 1.1793 0.2221 0.9103 -0.8998 1.0346 225 225 90 522.406 464.237 479.704 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2376" 75600092 0 1 0 4 1 1.8905 2.7249 -0.7823 0.2403 0.6561 -0.1357 -0.3945 0.3509 1.314 -0.6576 225 225 90 566.316 532.652 521.08 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2377" 75600092 1 1 0 6 0 0.4637 0.6576 0.2907 1.2315 1.5465 1.1793 0.3312 1.0924 -1.2781 1.0346 225 225 180 634.417 575.701 632.977 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2382" 75600092 0 3 2 6 0 -1.0109 2.7249 -0.7823 1.5143 1.5465 1.1793 0.5099 1.6462 0.2485 1.0346 225 225 225 678.217 616.763 586.302 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2383" 75600092 0 2 2 6 0 -1.2792 -0.4138 -0.7823 1.7003 0.9244 -0.1357 0.9641 1.6322 -0.0991 1.0346 225 225 180 529.122 513.28 570.245 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2384" 75600092 1 2 2 6 0 -0.5722 1.4903 -0.7823 1.4535 0.6765 1.1793 0.7486 1.4726 1.314 1.0346 225 225 180 629.303 553.443 633.738 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2385" 75600092 0 1 0 6 0 -0.4342 0.1388 0.2907 0.2928 0.4765 -0.1357 0.0335 0.3315 0.039 0.6402 225 225 180 691.837 548.304 653.935 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2386" 75600092 0 1 0 3 0 -0.687 1.4903 -0.7823 0.4496 0.2269 -0.6853 0.1841 0.3048 -1.7418 1.0346 225 225 180 604.235 579.848 637.833 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2387" 75600092 0 3 3 6 0 0.4637 -0.0939 0.2907 -2e-04 0.1299 -0.1357 -0.2495 0.8574 -0.3882 0.5029 225 225 180 517.494 558.428 564.634 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2388" 75600092 1 1 0 6 0 0.052 -0.186 0.8615 0.9945 1.0087 -0.1357 0.5754 0.9609 0.2485 -2.4468 225 225 180 526.678 549.951 602.243 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2390" 75600092 0 1 0 5 0 1.8905 -0.3184 0.2907 1.005 1.1953 -0.1357 0.8197 1.0555 -1.7418 -1.0657 225 225 180 549.739 444.321 548.036 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2391" 75600092 0 1 0 3 0 1.4083 -0.3184 -0.7823 -0.079 -0.0502 -0.1357 -0.2429 -0.4671 0.4394 -1.1847 225 225 180 559.031 607.754 605.549 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2393" 75600092 0 1 0 6 0 1.1422 -0.7764 -0.7823 0.4832 0.0213 -0.1357 0.4888 0.9141 -2.7106 -1.0657 225 225 180 618.71 574.984 628.213 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2394" 75600092 1 1 0 6 0 -1.1597 0.9423 -0.7823 0.6899 0.6765 -0.9386 0.5022 1.0477 -2.7106 1.0346 225 225 90 667.804 605.238 674.528 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2395" 75600092 0 2 2 2 0 -0.4342 0.6818 0.2907 0.6499 0.2484 -0.6947 1.5481 -1.0658 0.7015 -1.292 225 225 180 586.653 522.217 550.988 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2396" 75600092 0 2 2 5 0 -0.7592 0.6879 -0.7823 -0.4824 0.6634 -1.2691 -0.8587 -0.5615 0.2485 0.5029 225 225 180 592.678 549.854 590.343 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2397" 75600092 1 1 0 6 0 -1.8939 0.2243 -0.7823 0.6205 -0.474 0.1806 1.4041 1.1597 -1.8358 -0.6576 225 225 180 521.39 534.167 534.023 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2400" 75600092 0 2 2 5 1 -0.3288 -0.3184 0.2907 0.1923 0.4765 -0.1357 0.4781 -0.5288 -1.3245 -1.0657 225 225 180 519.485 543.493 552.835 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2401" 75600092 1 1 2 6 0 -0.9823 0.6738 0.2907 2.4351 1.1953 1.1793 1.9912 1.722 0.1694 0.6402 225 225 270 592.232 481.024 504.106 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2402" 75600092 0 1 0 5 0 -0.4342 0.6879 -0.7823 -0.1446 -0.7888 -0.1357 -0.0168 -0.1779 -0.5488 -0.6576 225 225 180 550.7 612.757 612.591 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2403" 75600092 0 2 2 6 1 1.1422 -0.3184 1.5082 -0.2861 0.3897 1.1793 -0.1737 -0.0181 -2.0248 1.0346 225 225 270 524.096 446.039 448.609 18 16.4516 1.0283 0.661 0.4147 0.6015 -0.1764
"2404" 75600093 0 1 2 6 0 0.4637 -1.0499 1.7669 1.0984 1.1953 1.1793 0.4664 0.8146 -0.7074 -0.6576 270 225 90 606.757 558.737 576.289 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2406" 75600093 1 2 2 6 0 0.1097 -0.0879 1.4721 0.0995 0.2864 0.0477 0.1176 0.9352 0.481 1.0346 135 225 90 580.43 482.402 492.569 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2409" 75600093 1 1 2 5 0 -0.2006 -0.3489 -0.7823 -0.0868 0.4081 -0.6853 0.1373 0.5126 0.039 1.0346 135 225 90 602.069 550.803 555.789 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2411" 75600093 0 3 2 5 0 -1.1597 0.1634 -0.7823 -0.1693 -0.5894 0.0477 0.369 -0.0053 0.3485 1.0346 135 225 90 651.468 569.407 538.536 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2413" 75600093 0 1 2 6 0 0.4637 -0.0358 -0.7823 0.0968 -0.0502 0.0477 0.3549 0.8148 -1.1965 1.0346 150 250 100 589.507 566.799 522.478 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2414" 75600093 1 2 2 5 0 -0.6133 0.0682 0.2907 -0.4656 -0.3819 0.1806 -0.2101 -0.7623 0.7628 -0.9167 135 225 90 627.72 559.893 528.572 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2415" 75600093 0 2 0 6 0 1.0671 -0.7814 1.1625 1.2647 0.6561 0.1806 1.3877 1.4196 -1.6385 -1.1847 135 225 90 537.843 482.852 511.629 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2417" 75600093 0 1 2 6 0 -0.2006 1.4903 -0.7823 0.4676 0.3574 1.1793 0.2886 0.9885 -0.5488 -0.6576 135 225 90 514.317 467.662 435.812 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2418" 75600093 0 1 2 6 0 0.8794 -0.2649 -0.7823 0.8793 0.4765 1.1793 0.7408 1.2652 -1.6031 0.2127 135 135 90 592.577 514.445 468.07 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2419" 75600093 0 2 2 5 0 1.8905 -1.3272 0.7703 -0.4759 0.0213 -1.3525 -0.2247 -0.0442 -0.0991 -2.4468 135 225 90 479.472 490.661 474.495 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2420" 75600093 0 1 2 6 0 0.8207 -1.1224 0.7294 1.233 1.5465 -0.6853 0.6268 1.4433 -0.9734 0.6402 135 225 90 531.265 573.146 599.718 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2421" 75600093 0 1 2 3 1 0.4637 -0.3184 0.2907 0.616 0.1299 1.1793 0.3633 -0.582 -1.6385 1.0346 135 225 90 488.89 436.897 468.927 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2422" 75600093 1 1 2 5 0 0.1097 0.2711 -0.7823 0.201 -0.338 1.1793 0.3506 -0.355 -0.4082 0.6364 270 225 90 608.34 555.199 530.537 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2424" 75600093 1 1 2 6 0 0.0208 -0.9879 -0.7823 1.2565 0.375 -0.4903 1.9912 1.5353 -0.5575 1.0346 135 225 90 611.855 485.56 529.836 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2425" 75600093 0 1 2 5 0 0.4637 -0.4839 0.2907 -0.2707 -0.1052 -0.6853 0.2073 0.049 -0.7857 1.0346 135 225 90 554.85 523.044 510.592 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2426" 75600093 0 1 2 5 0 0.7405 0.0928 -0.7823 0.1713 0.1528 -0.6853 0.796 0.2898 -0.5973 1.0346 135 225 90 526.951 448.271 460.225 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2427" 75600093 0 2 2 4 0 0.052 0.7289 0.2907 1.0653 1.0087 1.1793 0.8139 -0.261 -0.7562 0.5029 135 225 90 458.111 421.685 442.099 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2429" 75600093 0 2 2 6 0 -0.2006 -1.2532 2.0327 -0.6585 -1.8598 -0.6122 -0.1881 -0.254 -1.6385 -0.6576 135 225 90 530.942 516.578 456.956 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2430" 75600093 0 1 2 3 0 -0.687 -0.3184 -0.7823 0.1345 0.4081 1.1793 -0.2063 -0.3612 0.7015 1.0346 225 270 90 590.583 560.736 550.608 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2431" 75600093 0 1 2 6 0 0.4637 0.6344 2.5101 0.2422 0.0213 0.0477 0.2032 0.9956 0.7628 1.0346 135 180 90 412.716 465.225 421.6 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2433" 75600093 0 2 2 6 0 0.1097 0.4846 -0.7823 -0.4847 -1.6153 0.0477 -0.2429 -0.4078 1.314 1.0346 135 225 90 448.318 374.094 344.027 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2434" 75600093 0 1 2 5 0 1.1422 0.4641 0.7703 0.3595 -0.1052 1.1793 1.0785 0.5136 -1.1481 1.0346 150 250 100 492.071 414.233 453.205 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2435" 75600093 1 1 2 6 0 -1.1858 -0.7643 0.1462 0.3374 1.5465 -0.6853 -0.6948 0.9191 0.7015 -1.9687 135 225 90 581.958 502.716 529.165 23 10.3306 -1.4212 -0.3265 0.5515 0.6101 -0.6385
"2438" 75600094 1 2 2 6 0 0.0208 -0.3122 -0.7823 1.2156 0.495 0.0477 2.2524 1.206 -1.555 0.5029 180 225 360 627.424 584.001 588.668 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2439" 75600094 1 1 2 6 0 0.4637 -0.3184 -0.7823 0.6389 1.1953 1.1793 -0.3296 1.274 -0.9112 1.0346 225 225 315 655.819 531.515 522.208 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2440" 75600094 0 3 3 6 0 -1.4242 0.3018 0.2907 -0.507 -0.6541 0.0477 -0.1272 0.4492 -0.7857 0.2127 200 200 100 539.539 495.989 493.512 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2441" 75600094 1 2 2 6 0 1.4083 -0.0358 2.07 1.0078 1.5465 1.1793 -0.1699 1.2171 -0.0554 -0.6576 180 225 540 647.508 518.436 634.595 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2444" 75600094 0 3 2 6 0 0.4637 -0.5665 1.7316 0.9688 1.1953 -0.6853 0.8513 1.4513 -1.8485 0.5029 180 180 180 607.723 580.191 517.102 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2446" 75600094 0 1 2 4 0 1.0671 -0.3184 -0.7823 1.3677 0.6997 1.1793 1.1002 0.6971 0.0838 1.0346 180 180 225 521.655 513.644 480.831 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2448" 75600094 1 1 2 5 0 0.0208 -0.0845 -0.7823 0.4109 0.5835 -0.6853 0.0597 0.6249 -0.5973 1.0346 180 180 360 576.184 584.403 553.055 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2449" 75600094 0 1 2 4 0 0.4637 -0.3184 -0.7823 -0.6324 0.4816 -1.0118 -1.2569 -0.4691 -1.1481 -1.5824 180 180 405 569.894 593.716 578.677 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2453" 75600094 0 1 2 6 0 0.4637 -0.7587 -0.7823 0.2174 -1.2227 1.1793 0.4831 0.5103 -0.5575 1.0346 200 200 400 540.601 529.979 452.414 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2454" 75600094 1 1 2 6 0 -1.8939 0.4986 0.2907 1.0556 0.872 1.1793 0.9508 1.2671 -0.2229 -1.1847 90 90 450 583.062 580.681 568.913 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2456" 75600094 0 2 2 6 0 1.8905 -0.8632 0.2907 0.4761 1.1953 0.0477 -0.2824 -0.0314 -2.1621 -1.0657 180 180 360 680.665 636.754 636.762 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2459" 75600094 0 1 2 5 0 0.052 0.6818 -0.7823 -0.1608 -1.8598 1.1793 0.3919 0.5937 0.385 1.0346 180 225 270 621.67 584.986 548.044 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2461" 75600094 1 1 2 6 0 -1.8939 0.4503 -0.7823 0.8933 1.1953 1.1793 0.0409 1.0696 -0.9112 1.0346 225 225 450 624.446 504.247 591.236 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2466" 75600094 1 3 2 6 0 0.1097 -0.6659 0.2308 0.4262 0.3574 -0.8243 0.708 0.6974 -1.3245 -0.6576 225 180 360 673.402 526.472 590.158 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2468" 75600094 1 1 2 6 0 -0.4342 -0.3184 -0.7823 1.3775 1.5465 1.1793 0.5326 1.1729 0.6259 -0.6576 180 225 540 638.025 626.926 696.645 23 10.6861 -0.949 0.9218 0.2715 -0.8267 0.9042
"2470" 75600095 1 2 0 2 0 -1.4869 0.9517 0.2907 -0.0506 -0.6541 0.1806 1.1645 -1.2058 -0.3472 1.0346 225 225 135 478.009 404.891 427.05 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2474" 75600095 1 3 2 2 0 0.3335 -0.1753 1.8279 -0.1164 0.1731 0.6763 0.4786 -1.3259 -0.2023 1.0346 240 180 120 387.459 261.729 344.194 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2476" 75600095 0 2 2 1 0 1.1422 2.7249 -0.7823 -0.1875 -0.1932 -0.1357 0.5619 -2.0073 -0.5488 1.0346 250 150 150 476.823 407.146 466.362 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2479" 75600095 1 1 0 5 0 -0.9823 -0.8548 1.1211 0.2608 -0.7888 1.1793 0.6312 0.2882 1.314 0.2169 225 180 135 626.01 555.843 641.105 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2480" 75600095 0 1 0 6 0 -1.4242 -0.8527 0.7703 -0.4096 -1.8598 1.1793 -0.3452 0.4166 -1.6916 0.0116 250 150 150 565.63 513.87 544.521 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2482" 75600095 1 1 0 6 0 0.4637 -1.417 1.5082 1.6683 0.9244 1.1793 0.7471 1.2472 -1.555 -1.5847 105 140 210 464.435 385.056 404.559 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2484" 75600095 0 3 2 1 1 -0.687 2.7249 0.7703 -0.2711 -0.6541 1.1793 0.293 -1.9365 0.1694 1.0346 250 200 150 466.7 457.006 502.053 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2486" 75600095 1 1 0 5 0 -1.8939 0.6818 1.1318 -0.1377 -0.6541 -0.1357 0.5695 0.0771 -0.4707 -1.5824 250 200 150 554.537 466.341 510.511 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2487" 75600095 0 3 2 5 0 -1.1858 0.4829 -0.7823 -1.1266 -0.5894 -1.3525 -0.2571 -0.5304 0.7628 -1.8624 330 330 220 456.714 430.815 446.855 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2488" 75600095 1 1 0 3 0 -1.1597 -0.9456 1.203 -0.5359 -0.6541 -1.2263 0.3356 -0.6449 -0.8355 -0.6576 250 200 150 525.217 447.32 548.755 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2491" 75600095 0 3 2 2 0 -0.13 1.4326 0.2907 -0.3499 -0.0244 -1.0118 -0.1667 -1.4699 -0.2441 0.0224 270 180 135 586.862 558.935 539.684 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2492" 75600095 1 2 0 4 0 0.8207 2.7249 -0.7823 0.9839 0.6045 1.1793 1.1513 -1.521 1.314 1.0346 195 195 195 386.548 436.19 433.837 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2494" 75600095 0 1 0 5 0 -1.2792 0.052 -0.7823 0.1907 -0.0502 0.0477 0.6307 0.7109 0.0483 0.6402 240 240 180 559.071 520.655 480.987 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2496" 75600095 1 3 2 1 0 -1.4869 -0.9879 1.1625 -1.0685 -1.8598 -1.0118 -0.1162 -2.2315 0.6259 -0.6576 300 250 150 382.271 252.962 415.982 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2497" 75600095 0 3 2 2 0 1.8905 -1.1132 3.8591 -0.3517 0.2484 -0.1357 -0.5051 -1.3944 0.2485 0.2127 250 250 150 455.305 467.837 518.66 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2498" 75600095 1 3 2 6 0 -1.8939 2.7249 -0.7823 0.6421 1.5465 -0.1357 -0.104 1.3057 -0.7161 0.5029 250 250 150 585.73 568.491 605.766 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2499" 75600095 0 1 2 5 0 -0.9598 0.9683 -0.7823 -0.399 0.3948 -1.2349 0.1172 0.1828 0.4394 0.5029 250 250 150 473.175 436.735 418.807 18 14.1379 -1.4212 0.2633 -0.0384 -0.1274 -1.0542
"2505" 75600096 1 1 0 6 0 -0.7985 0.3241 0.2308 1.8349 0.9244 1.1793 1.1956 1.4681 0.3995 -2.4468 90 90 90 571.975 517.53 457.947 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2508" 75600096 0 3 2 1 1 0.4637 2.7249 0.1462 -0.9459 -0.5894 -1.0752 0.0591 -2.1987 -0.4466 -0.6576 180 225 135 406.916 425.179 364.05 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2511" 75600096 0 1 0 4 0 0.4637 -0.3184 0.2907 -0.0937 -0.0971 1.1793 -0.0643 -0.7104 0.039 1.0346 495 405 405 536.116 565.042 478.36 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2512" 75600096 1 1 0 6 0 -1.8939 0.3241 -0.7823 1.0497 1.5465 -0.1357 0.3312 1.4856 -0.5683 1.0346 270 225 180 570.611 463.369 525.935 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2513" 75600096 0 2 2 1 1 -0.687 1.4326 1.7405 -0.0119 -0.3819 1.1793 0.3283 -1.8411 1.314 0.5029 180 225 135 403.206 368.251 287.537 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2514" 75600096 0 2 2 5 0 -1.4869 0.0544 -0.7823 -0.1825 0.872 1.1793 -0.8551 -0.4557 1.314 1.0346 270 225 135 430.19 447.054 408.697 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2515" 75600096 0 1 3 6 0 -0.0288 -0.3345 -0.7823 -0.9309 -0.3819 -0.4903 -1.1376 0.6097 0.1597 0.2169 225 180 135 546.459 531.87 531.563 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2517" 75600096 0 1 0 5 0 -1.1597 2.7249 -0.7823 0.6672 0.5645 -0.1357 0.4396 0.5819 1.314 1.0346 270 225 135 554.397 508.679 496.162 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2519" 75600096 1 1 2 6 0 -0.9823 1.4903 -0.7823 0.7598 1.5465 1.1793 -0.4376 1.1146 -2.0248 1.0346 225 225 180 739.8 645.486 612.898 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2521" 75600096 1 3 0 4 0 -0.687 0.9303 -0.7823 0.7993 1.1953 1.1793 0.0788 -0.5117 0.7015 1.0346 270 270 180 573.667 488.999 461.647 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2522" 75600096 1 1 0 6 0 -0.7592 0.6818 -0.7823 0.9369 0.6765 1.1793 0.2454 1.3087 0.7015 1.0346 225 225 135 671.519 611.178 685.675 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2524" 75600096 0 1 0 4 0 -0.3799 0.9423 0.2907 0.1067 0.2126 -0.1357 -0.126 -0.1465 -0.2023 1.0346 270 315 135 520.94 506.629 513.424 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2525" 75600096 0 1 0 6 1 0.9109 -0.0526 0.2907 1.0367 0.2678 -0.6122 1.3043 1.3602 -2.7106 -0.6576 270 270 180 509.123 573.781 576.46 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2527" 75600096 1 1 0 6 0 -1.8939 0.3067 -0.7823 -0.591 -0.7888 -1.0118 -0.3486 0.4414 -1.3345 0.6364 225 180 135 445.491 426.936 383.464 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2532" 75600096 1 1 0 6 0 -0.687 0.9264 -0.7823 0.5656 1.0087 1.1793 -0.5043 1.243 0.7015 1.0346 270 225 135 584.884 524.373 542.555 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2535" 75600096 1 3 0 1 1 1.4083 1.4903 0.2907 0.39 -0.1932 1.1793 0.9745 -0.9935 0.7015 0.3622 270 225 180 494.373 487.301 434.133 18 10.8 0.1 0.5116 0.1795 0.3593 0.9042
"2536" 75600097 0 2 2 2 0 0.4637 -0.1562 0.2907 -0.3933 -0.2956 -0.6853 -0.0278 -0.5971 -0.6262 1.0346 135 180 90 563.172 536.682 504.898 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2537" 75600097 1 1 2 6 0 0.052 0.7984 -0.7823 0.6254 -0.0937 1.1793 0.4723 1.1545 -1.0266 -0.6576 180 225 135 611.979 634.972 606.763 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2539" 75600097 0 1 2 6 0 -0.9295 0.6347 -0.7823 0.9173 0.8768 1.1793 0.1972 1.0997 0.2384 1.0346 180 225 135 668.515 679.709 621.2 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2540" 75600097 0 1 2 6 0 1.8905 -3.1513 0.1462 -0.0431 0.0423 -0.6853 -0.1001 0.7106 -0.013 -1.1847 135 225 270 523.741 544.129 533.58 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2541" 75600097 0 2 2 6 0 0.1097 0.2548 -0.7823 -0.3206 -0.3474 -0.1357 -0.6633 -0.4604 1.314 1.0346 180 225 225 520.752 558.057 592.046 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2542" 75600097 0 3 2 2 0 1.8905 -0.4908 0.7703 -1.1155 -0.7415 -0.1357 -1.1356 -1.9229 0.385 1.0346 135 225 270 527.109 630.033 554.038 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2543" 75600097 0 1 2 6 0 -0.13 -0.4467 0.2907 0.6558 -0.607 1.1793 0.8821 1.1746 -0.9734 -1.3914 90 225 0 662.862 577.973 574.881 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
"2545" 75600097 1 1 2 6 0 -0.3009 -0.2641 0.8615 1.0018 1.075 1.1793 0.3843 0.318 -1.1176 0.6402 225 225 450 619.651 623.072 643.359 23 11.8174 0.1 -0.7828 0.1795 0.2266 0.1329
