"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"13468" 72400413 1 3 0 4 1 -5e-04 0.1634 -0.7823 -1.0156 -0.1838 -0.6122 -0.9936 -1.2859 -0.0862 0.0224 0 165 165 165 581.327 587.054 549.693 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13471" 72400413 0 1 0 6 0 -0.687 -0.5009 -0.7823 0.1005 -0.7075 0.0477 0.4767 0.7541 0.7628 0.6364 1 220 220 220 477.201 547.838 598.833 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13477" 72400413 0 1 0 6 0 -0.687 0.9264 -0.7823 0.1267 -0.677 1.1793 0.1994 0.3769 -0.5973 -0.6576 0 220 220 330 548.285 571.853 640.101 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13480" 72400413 0 1 0 3 0 -0.687 1.3972 -0.7823 0.0811 -0.2839 1.1793 0.0037 -0.4146 -0.8266 1.0346 0 220 220 165 532.672 512.539 473.631 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13481" 72400413 1 1 0 4 0 0.1097 0.9517 -0.7823 -0.2285 -0.431 -0.6853 -0.0216 -0.7944 -0.3971 1.0346 1 220 220 330 617.788 602.618 644.089 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13482" 72400413 1 1 0 6 0 0.052 -0.1903 -0.7823 -0.2802 0.1986 1.1793 -0.6858 -0.0443 -0.3971 1.0346 0 220 220 165 464.734 404.479 394.044 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13484" 72400413 1 1 0 6 0 1.0671 0.4458 -0.7823 -0.1366 1.0094 -1.3525 -0.3523 0.037 -0.7074 1.0346 2 260 260 195 486.507 462.546 557.015 23 8.4749 -1.4212 -0.1953 0.2773 0.2266 -0.6263
"13485" 72400414 0 1 0 6 0 1.8905 -0.4509 0.7703 0.51 0.5143 -0.4903 0.4364 1.0057 -1.7418 1.0346 0 200 150 300 597.683 596.747 585.05 23 15.2245 0.4997 0.028 -0.9148 -1.2225 0.9042
"13488" 72400414 0 1 0 5 0 1.1911 0.9303 -0.7823 0.4249 0.5859 -0.1357 0.1307 -0.2322 0.7628 1.0346 1 220 165 220 550.256 555.514 522.64 23 15.2245 0.4997 0.028 -0.9148 -1.2225 0.9042
"13493" 72400414 0 1 0 5 0 -0.7592 0.6818 -0.7823 0.1408 0.3171 -0.1357 -0.676 0.6308 0.7015 1.0346 1 220 165 0 590.192 687.45 687.213 23 15.2245 0.4997 0.028 -0.9148 -1.2225 0.9042
"13494" 72400414 0 1 0 6 0 -1.8939 -0.0553 -0.7823 0.8969 1.0094 1.1793 0.1452 1.3582 1.314 1.0346 0 220 165 165 518.893 597.406 574.488 23 15.2245 0.4997 0.028 -0.9148 -1.2225 0.9042
"13498" 72400414 1 1 0 6 0 -1.8939 2.7249 -0.7823 0.4355 -0.1838 0.0477 0.5497 0.993 0.2148 1.0346 0 220 165 165 519.885 429.857 497.598 23 15.2245 0.4997 0.028 -0.9148 -1.2225 0.9042
"13504" 72400415 1 1 0 5 0 0.4637 -0.3184 0.2308 -0.1364 0.7064 -0.6853 -0.4772 -0.3604 0.385 -0.6576 0 220 220 330 621.579 459.928 472.623 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13506" 72400415 0 1 0 6 0 1.1911 1.4685 -0.7823 0.8382 1.802 -0.6853 0.3556 0.7454 0.6259 1.0346 0 220 220 660 505.819 542.877 537.086 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13508" 72400415 0 1 0 6 0 1.8905 -1.3928 -0.7823 0.4746 -0.1635 1.1793 0.2494 0.0282 -0.7475 1.0346 0 220 220 770 505.558 402.442 506.162 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13509" 72400415 1 2 0 5 0 -1.4242 2.7249 -0.7823 -0.2989 -0.2784 -0.4903 -0.3351 0.6669 0.7628 -2.4468 0 220 220 220 491.27 535.836 526.924 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13511" 72400415 1 1 0 5 0 -5e-04 0.6576 -0.7823 -0.444 -0.431 -0.1357 -0.5952 -0.5033 -0.159 1.0346 0 220 220 1045 593.433 504.014 553.302 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13513" 72400415 0 3 0 4 0 0.5949 -0.4509 -0.7823 -0.919 -0.7075 -0.4903 -0.6822 -1.1713 0.1155 1.0346 0 180 180 135 400.693 362.179 441.982 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13514" 72400415 1 1 0 6 0 1.8905 2.7249 -0.7823 0.3854 -0.4483 -0.1357 0.7021 0.3937 0.7015 1.0346 0 220 220 330 513.131 427.074 520.357 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13515" 72400415 1 1 0 1 0 -0.13 -0.2897 -0.7823 -1.5924 -0.383 -1.6618 -1.275 -2.3322 -1.1481 0.2127 0 220 220 110 466.412 404.851 488.913 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13516" 72400415 0 1 0 5 0 -0.687 0.9423 -0.7823 0.2728 -0.0602 -0.1357 0.2684 -0.1872 -0.4377 1.0346 1 220 220 385 511.358 518.82 484.663 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13517" 72400415 0 2 0 5 0 1.4083 0.6818 -0.7823 -0.2965 -0.3235 -1.0118 -0.193 -0.5375 -0.6661 1.0346 0 200 200 500 457.227 526.938 565.38 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13518" 72400415 0 1 0 6 1 -1.2319 0.9423 -0.7823 0.245 0.5143 -0.208 -0.0958 1.0518 1.314 1.0346 0 405 360 225 354.399 347.274 366.004 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13519" 72400415 1 3 0 5 1 1.8905 2.7249 1.5172 -1.0712 -0.1635 -1.3835 -0.6979 -0.8751 1.314 -1.4926 1 360 360 360 442.778 358.52 382.504 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13521" 72400415 1 1 0 3 1 0.4637 -0.3184 -0.7823 1.1852 0.7064 1.1793 0.5072 -0.2623 -1.1481 1.0346 0 220 220 440 436.969 394.008 483.914 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13523" 72400415 0 1 0 6 0 -0.687 0.8801 0.2308 0.0889 0.2964 -0.6122 -0.0741 0.8463 -1.8358 -1.3914 0 220 220 220 466.409 430.972 399.342 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13524" 72400415 0 1 0 6 0 0.1097 -0.3184 -0.7823 0.9371 1.802 -0.1357 0.1707 0.7343 0.0405 -0.6576 0 200 200 400 516.178 488.402 603.034 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13525" 72400415 0 1 0 2 0 0.4637 1.4685 -0.7823 -0.3156 -0.431 -0.4903 -0.2129 -1.41 -0.2744 1.0346 0 220 220 660 450.129 470.27 552.336 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13526" 72400415 1 1 0 5 0 -0.687 0.9423 -0.7823 -0.336 -0.1838 0.0477 -0.5482 -0.4449 -0.2023 -0.6576 0 220 220 880 614.573 550.688 609.023 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13527" 72400415 0 1 0 6 0 -0.687 2.7249 -0.7823 -0.5724 -1.7521 -0.6853 0.1915 -0.4149 0.6259 -0.6576 0 220 220 550 444.433 421.286 347.194 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13528" 72400415 0 1 0 5 0 -0.2006 -0.7944 -0.7823 -0.9098 -1.7521 -0.4903 -0.5517 -0.875 1.314 1.0346 0 220 220 715 536.893 525.022 484.973 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13529" 72400415 1 1 0 6 0 -1.1597 0.6818 -0.7823 -0.2858 0.7064 1.1793 -1.1809 0.2697 -0.2023 1.0346 0 300 240 1020 603.937 603.435 586.848 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13530" 72400415 0 1 0 2 0 0.052 0.6818 -0.7823 -0.0321 1.0094 -0.6853 -0.8192 -0.9616 -0.0348 1.0346 0 220 220 0 602.908 591.185 569.025 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13531" 72400415 1 1 0 6 0 0.4637 0.171 -0.7823 0.0974 0.0347 -0.1357 -0.2421 0.8918 -1.0266 -0.6576 0 220 220 495 554.717 602.181 630.761 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13532" 72400415 0 3 0 6 0 -1.8939 -0.2159 -0.7823 -1.2839 -1.7521 -1.2622 -1.0518 0.1513 1.314 1.0346 0 220 220 110 393.7 384.95 391.343 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13534" 72400415 1 1 0 6 0 -0.13 1.4903 -0.7823 -0.2723 0.0307 -0.1357 -0.579 -0.1774 -0.7857 -1.0657 1 220 220 330 508.087 416.787 498.019 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13535" 72400415 1 1 0 4 0 -0.687 0.0348 -0.7823 0.3348 -0.0838 -0.6853 0.3435 -0.3253 -1.1965 0.2169 0 220 220 880 509.408 447.878 474.154 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13536" 72400415 0 1 0 6 0 -1.8939 2.7249 -0.7823 1.1167 1.802 1.1793 0.2245 0.9031 -1.1481 1.0346 0 220 220 880 562.112 482.755 497.176 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13538" 72400415 0 1 0 6 0 -0.687 -0.3184 -0.7823 0.2714 0.4239 -0.6853 -0.029 0.8168 0.6259 -0.6576 0 220 220 715 572.607 674.855 601.622 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13539" 72400415 0 1 0 5 0 1.8905 0.6818 -0.7823 0.4669 0.2981 1.1793 0.0159 0.3754 -0.2023 1.0346 0 220 220 715 599.643 536.112 471.25 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13540" 72400415 0 1 0 5 0 0.052 0.6818 -0.7823 -0.0562 -0.5685 1.1793 0.1139 -0.3265 0.298 1.0346 0 220 220 330 541.42 485.182 476.188 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13541" 72400415 1 1 0 6 0 1.1911 2.7249 -0.7823 -0.9409 -1.7521 -0.6853 -0.3329 -0.2239 1.314 1.0346 2 220 220 330 521.1 452.321 454.845 28 8.8741 -1.4212 -1.4551 0.4651 -0.4415 0.9042
"13542" 72400416 0 1 0 5 0 1.8905 1.4685 -0.7823 -0.2425 -0.3235 -0.6853 -0.1567 -0.403 1.314 1.0346 0 200 150 500 506.634 532.845 582.647 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13543" 72400416 0 1 0 5 0 1.0944 -1.1206 0.8615 -0.2512 -0.0689 -0.6122 -0.1018 0.0715 0.2485 -1.292 0 240 240 200 525.069 506.747 508.291 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13544" 72400416 0 1 0 4 0 -0.687 0.3241 -0.7823 -0.4265 0.1986 -0.6853 -0.615 -0.5507 1.314 -0.6576 0 200 200 150 543.645 475.651 488.803 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13545" 72400416 0 1 0 4 0 1.4083 -0.1903 -0.7823 -0.0188 0.4239 -0.6122 -0.5316 -0.8219 0.2148 -0.6576 0 220 165 165 446.841 501.185 512.244 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13546" 72400416 1 1 0 4 0 -1.8939 2.7249 -0.7823 0.6808 1.9726 -0.6853 0.4171 -0.0206 -0.6748 -0.6576 0 200 150 200 595.104 567.762 567.194 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13547" 72400416 1 1 0 6 0 0.0208 0.6818 -0.7823 0.7948 0.0139 -0.1357 0.843 1.3777 -0.6262 0.6402 0 200 150 150 645.677 572.988 640.594 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13548" 72400416 1 1 0 2 1 -1.8939 -0.9879 -0.7823 -1.3826 -1.7521 -1.3311 -0.6672 -1.4864 1.314 -0.6576 0 200 150 100 301.504 384.792 379.379 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13550" 72400416 0 1 0 2 0 -1.4242 1.4326 -0.7823 -0.1576 -0.383 -0.6947 0.1878 -1.2454 1.314 1.0346 0 165 165 165 517.562 435.213 534.377 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13551" 72400416 0 1 0 6 1 -0.0845 -0.5613 -0.7823 0.1405 0.1758 -0.4903 0.5701 0.3806 0.2048 -0.6576 2 200 100 150 455.328 458.288 521.551 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13553" 72400416 0 1 2 4 0 0.1097 -0.3184 -0.7823 -0.0962 -0.1783 -0.6853 -0.2912 -0.3469 1.314 -1.3914 0 180 135 135 555.263 562.989 613.378 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13554" 72400416 0 1 0 5 1 0.1097 0.9683 -0.7823 0.9756 1.0094 1.1191 0.4386 0.0797 0.385 -0.6576 1 200 150 100 410.273 460.452 439.594 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13556" 72400416 0 1 0 2 1 -0.687 2.7249 -0.7823 -0.9808 -0.5426 -1.0118 -0.5578 -1.7089 1.314 -1.1847 0 200 150 100 375.791 459.033 386.068 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13557" 72400416 1 1 0 4 1 -1.8939 2.7249 -0.7823 -0.0872 0.5143 1.1793 -0.8397 0.1925 1.314 -0.6576 1 200 150 100 513.128 440.396 593.621 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13558" 72400416 1 1 0 5 1 0.3335 -1.0413 0.8233 -0.4056 -0.5474 -1.3904 0.3484 0.2794 -0.6262 -1.2947 1 220 220 165 392.006 314.258 370.987 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13559" 72400416 0 1 0 4 0 0.1097 -0.3184 -0.7823 0.4045 0.7064 1.1793 0.031 0.3386 1.314 1.0346 0 200 150 150 589.452 641.254 616.214 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13560" 72400416 1 1 0 5 0 0.4637 0.6678 0.2308 -0.2907 -0.8795 1.1793 -0.0741 -0.4804 1.314 1.0346 0 200 150 150 501.934 544.473 590.813 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13561" 72400416 0 1 0 5 0 1.8905 2.7249 -0.7823 0.2088 0.0739 -0.1357 0.1667 -0.3233 1.314 -1.0657 0 200 150 150 484.457 555.75 549.413 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13562" 72400416 1 1 0 5 0 0.3335 -0.6693 0.2907 -0.1274 -0.7075 -0.6853 0.5761 -0.4629 0.1597 -0.6576 0 150 150 150 505.038 445.668 427.016 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13563" 72400416 1 2 0 1 0 -1.8939 -0.7576 -0.7823 -1.5998 -1.2379 -1.5532 -0.975 -2.4518 -1.1481 -2.4468 1 200 200 150 503.07 605.811 525.807 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13564" 72400416 0 1 0 3 0 -0.687 1.4326 1.1625 -0.4145 -0.677 -0.4903 -0.0741 -0.9577 -0.2023 1.0346 0 200 150 150 398.65 530.232 456.265 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13565" 72400416 1 1 0 5 0 0.4637 0.6818 -0.7823 0.13 0.0139 1.1793 -0.2031 0.2052 0.7015 0.2169 0 200 150 200 630.191 653.766 757.588 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13566" 72400416 1 1 0 6 0 0.052 0.3241 0.2907 -1.292 -0.3221 -1.7257 -0.8528 0.1448 0.4394 -1.1847 0 220 165 330 578.984 584.724 648.948 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13567" 72400416 0 1 0 5 0 -0.2006 0.9423 -0.7823 -0.5351 -0.8795 0.0477 -0.2352 -0.5234 1.314 1.0346 1 200 150 150 400.189 488.435 443.41 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13568" 72400416 1 1 2 5 0 -0.4939 2.7249 0.8233 -0.3726 0.5143 -0.4903 -0.8351 -0.4581 1.314 0.5029 0 200 150 150 521.844 485.242 490.55 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13569" 72400416 1 1 0 5 0 -0.13 2.7249 -0.7823 0.9476 1.0094 -0.1357 0.5823 0.0899 -0.2023 -0.6576 0 200 150 150 536.861 503.541 577.543 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13570" 72400416 1 1 0 4 0 -0.9823 2.7249 -0.7823 -0.2205 -0.8795 -0.6853 0.5386 -0.7968 1.314 0.2169 0 200 150 150 526.106 559.581 538.153 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13571" 72400416 1 1 0 6 0 0.5949 -0.3184 0.2907 -0.405 0.2964 -0.6853 -0.5432 -0.3128 1.314 -1.2947 0 220 165 0 557.623 524.063 528.732 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13572" 72400416 1 1 0 6 0 1.8905 -0.3184 -0.7823 -1.4693 -1.7521 -1.956 -0.86 0.0385 1.314 -1.5824 2 200 150 150 525.549 553.439 516.772 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13573" 72400416 1 1 0 5 1 -0.1748 -0.4371 1.4185 -0.8058 -1.7521 -1.5532 0.2032 -0.9181 1.314 -0.6576 1 350 400 400 449.098 422.439 419.062 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13574" 72400416 1 1 0 3 0 0.855 0.9423 -0.7823 0.5058 0.4541 1.1793 0.0614 0.3846 0.6259 -1.4861 0 220 165 165 557.173 522.349 567.932 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13575" 72400416 1 1 0 6 0 -0.7592 0.0348 -0.7823 -0.6148 -0.6888 -0.6853 -0.3003 0.6242 0.6259 0.3622 0 200 150 150 549.23 591.851 629.153 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13576" 72400416 0 1 0 6 0 0.052 -0.3184 -0.7823 -0.5204 -0.496 -0.4903 -0.4283 -0.2824 -0.2023 -0.6576 0 150 150 150 444.475 489.544 472.113 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13577" 72400416 1 1 0 6 1 1.0671 0.3241 0.2907 -1.123 -0.8795 -1.3835 -0.5127 0.1885 1.314 0.5029 0 200 200 100 409.153 359.614 401.847 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13578" 72400416 0 1 0 5 0 0.4637 1.4685 -0.7823 0.1044 0.4239 -0.5668 -0.0728 0.1363 0.7015 -0.6576 1 200 150 150 411.47 550.345 430.399 38 15.425 0.1 1.6509 -0.4034 0.5276 0.9042
"13580" 72400417 0 1 0 4 1 0.8794 -1.4959 1.7669 1.1731 1.802 0.0477 0.7409 -0.4818 -0.7769 -1.8598 2 240 180 360 328.065 418.391 463.265 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13581" 72400417 1 1 0 6 0 -0.4342 0.9423 0.2907 -0.6025 -0.7075 -0.6122 -0.3198 0.484 -0.0348 1.0346 0 220 165 330 522.777 533.548 568.757 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13582" 72400417 0 1 0 6 0 0.1097 -0.7613 0.6725 0.0751 0.1802 -0.1357 -0.2639 0.6921 1.314 -0.6576 0 200 150 300 601.451 606.623 563.618 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13583" 72400417 0 1 0 6 0 1.8905 1.4685 -0.7823 -0.2261 1.0094 -1.0118 -0.6115 0.4044 0.3995 -1.7696 0 220 165 495 610.458 647.94 597.322 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13584" 72400417 1 1 0 5 1 -0.687 0.6818 -0.7823 -0.3042 -0.3235 -1.0118 0.0887 -0.4291 1.314 -0.6576 0 240 180 300 540.161 477.576 476.539 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13585" 72400417 0 1 0 6 0 0.4637 1.4685 -0.7823 1.9806 1.802 -0.1357 1.9739 1.7804 -0.2327 1.0346 0 300 180 0 478.344 553.122 480.723 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13586" 72400417 0 1 0 5 0 1.8905 -0.012 0.7703 -0.8178 -1.7521 -0.6853 0.1968 -0.1682 -0.6262 0.0116 0 240 180 480 599.029 652.805 580.487 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13587" 72400417 1 1 0 5 0 1.0671 0.6818 0.1462 -0.2841 -1.2379 -0.9302 0.5537 -0.2659 1.314 -1.5824 0 240 180 360 559.096 496.73 571.534 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13588" 72400417 1 3 0 6 1 -0.2006 -0.3184 -0.7823 -0.0213 0.0753 -1.3311 0.6235 0.6825 -0.4289 -1.9687 0 300 180 180 433.313 430.696 470.943 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13592" 72400417 1 1 0 5 0 -0.4342 2.7249 -0.7823 -0.2276 -0.5685 -0.4903 0.3827 -0.242 -0.8154 1.0346 0 220 165 330 503.85 359.198 475.359 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13593" 72400417 0 1 3 6 0 1.0109 0.6818 -0.7823 0.3822 0.4541 -1.0118 0.1283 1.0124 1.314 0.6402 1 200 150 450 499.73 552.095 528.825 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13594" 72400417 0 1 0 4 0 0.855 -0.5459 1.4721 -0.5307 -0.5491 -0.1357 -0.8001 -0.689 1.314 1.0346 0 220 165 0 546.673 694.141 621.496 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13595" 72400417 0 1 2 6 0 -0.687 -0.3184 0.2907 1.2629 0.7064 -0.1357 0.9218 1.1513 -0.1719 -0.6576 1 240 180 0 507.943 537.635 464.951 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13596" 72400417 0 1 0 2 1 -1.8939 0.4829 -0.7823 -3.547 -1.7521 -2.4101 -2.8694 -2.948 -2.0248 -2.4468 2 240 180 420 482.51 453.807 483.543 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13597" 72400417 0 1 0 2 0 -0.2006 -0.4509 -0.7823 -0.8436 -0.1635 -1.0118 -0.7723 -1.4546 -0.2023 -0.6576 0 220 165 495 510.5 587.266 599.813 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13599" 72400417 0 1 2 6 0 -0.687 2.7249 -0.7823 -0.2366 0.2457 -0.6122 -0.3891 0.5602 1.314 1.0346 0 220 165 0 572.182 639.377 546.921 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13600" 72400417 1 1 0 5 0 0.1097 1.4685 -0.7823 -1.4838 -1.7521 -1.0118 -1.211 -0.9556 1.314 -2.4468 0 220 165 165 539.786 486.709 498.109 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13601" 72400417 0 1 0 6 0 -1.4242 2.7249 -0.7823 0.041 -0.5685 -0.6853 1.0205 -0.1542 1.314 -0.6576 0 200 150 0 534.722 603.016 479.272 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13602" 72400417 0 1 0 6 1 1.8905 -1.6827 3.8591 0.2706 0.0307 -1.5971 0.8014 0.903 1.314 -2.0819 2 240 180 120 447.689 496.298 436.706 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13603" 72400417 1 2 0 5 1 -0.4342 -0.5635 -0.7823 -0.2771 -0.9597 -1.0118 0.6691 -0.1774 -0.9422 -1.0657 2 240 180 120 479.65 502.776 548.48 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13604" 72400417 0 1 0 5 0 -0.0288 2.7249 -0.7823 -0.3934 -1.2379 -0.6853 0.0605 0.4637 1.314 1.0346 0 200 150 0 503.533 504.767 462.349 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13605" 72400417 0 1 0 5 0 0.3335 0.2243 0.2308 -0.0664 0.1758 1.1793 -0.3485 0.423 -0.4377 -1.0657 0 220 165 165 440.046 476.512 489.823 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13608" 72400417 1 1 0 4 1 -0.687 0.6818 -0.7823 -1.629 -0.1838 -0.6853 -1.8656 -1.306 1.314 1.0346 0 240 180 240 458.426 454.779 381.452 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13609" 72400417 0 1 0 6 0 -0.7592 0.0348 1.1211 0.2372 0.3171 -0.6853 -0.0263 0.7919 1.314 0.2169 0 165 165 330 648.476 646.041 598.513 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13611" 72400417 0 1 0 6 0 0.4637 -0.672 -0.7823 0.0319 -0.7075 0.0477 0.2428 0.705 -0.3673 0.2169 2 240 180 360 576.874 559.47 609.715 38 13.5789 -0.6344 0.2964 -1.6198 -2.0409 0.9042
"13613" 72400418 1 1 0 6 1 0.052 0.9517 -0.7823 -0.7555 0.0739 -1.3835 -0.593 -0.5561 0.0838 0.5029 1 220 165 165 451.714 526.378 474.142 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
"13614" 72400418 0 1 0 5 0 0.9606 0.4458 0.2907 -0.0881 0.0739 -0.1357 -0.278 -0.2338 -0.0862 0.6364 0 220 165 440 539.31 528.772 537.306 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
"13615" 72400418 1 1 1 6 0 -1.4869 0.6818 0.2907 0.7553 1.802 -0.1357 0.0544 0.898 -1.1481 1.0346 0 220 165 0 648.695 682.582 715.866 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
"13616" 72400418 1 1 0 4 0 -0.3009 -0.3184 1.0457 -0.578 -0.1783 0.031 -0.8413 -1.0586 -1.1481 -0.6576 0 220 165 165 636.652 598.351 650.424 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
"13617" 72400418 0 1 0 4 0 1.0109 2.7249 -0.7823 -0.0782 -0.8795 1.1793 -0.2582 -0.6497 -1.3345 -0.6576 0 220 165 55 550.345 470.354 440.707 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
"13618" 72400418 0 3 0 5 1 0.176 -0.4415 0.8615 -1.0915 -1.7521 -0.4903 -0.5293 -1.0734 0.7628 -0.6576 2 275 275 165 369.331 464.169 441.483 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
"13619" 72400418 1 1 0 6 1 -0.687 -0.5665 -0.7823 0.0986 1.0094 -0.1357 -0.4051 0.5418 -1.415 1.0346 0 220 165 110 620.898 564.398 530.892 28 10.4375 2.9595 1.5435 0.3762 0.975 -2.1866
